"","address","bedroom","bathroom","carspace","soldprice","yearsold"
"175","3/3-5 Irving Street Parramatta 2150",3,2,2,520000,2012-02-25
"176","3/3 Irving Street Parramatta 2150",3,2,2,520000,2012-02-25
"177","6/19 King Street Parramatta 2150",2,1,1,425000,2012-02-22
"178","2/125 Victoria Road Parramatta 2150",2,1,1,407000,2012-02-14
"179","4/46-48 Morton Street Parramatta 2150",4,2,2,567000,2012-02-10
"180","4/46 Morton Street Parramatta 2150",4,2,2,567000,2012-02-10
"181","7/3-4 Teale Place Parramatta 2150",3,2,2,620000,2012-02-04
"182","3/2 Glebe Street Parramatta 2150",2,1,1,390500,2012-01-28
"183","11/75 Victoria Road Parramatta 2150",3,1,1,7e+05,2011-12-17
"184","1/46-48 Pemberton Street Parramatta 2150",4,2,2,540000,2011-12-01
"185","3/22 Grandview Street Parramatta 2150",3,2,2,590000,2011-12-01
"186","9/36-40 Morton Street Parramatta 2150",3,2,2,5e+05,2011-11-18
"187","3/11 Grandview Street Parramatta 2150",3,2,1,453000,2011-11-10
"188","2/46 Pemberton Street Parramatta 2150",4,2,NA,1e+06,2011-11-01
"189","6/9-11 New Zealand Street Parramatta 2150",3,2,2,480000,2011-10-28
"190","8/11 Tennyson Street Parramatta 2150",3,2,1,465000,2011-10-19
"191","8/11-13 Tennyson Street Parramatta 2150",3,2,1,465000,2011-10-19
"192","10/9 New Zealand Street Parramatta 2150",3,1,2,490000,2011-10-18
"193","3/15-17 Grandview Street Parramatta 2150",3,3,2,555000,2011-09-12
"194","2/66 Grose Street Parramatta 2150",3,2,1,549950,2011-07-14
"195","8/11-15 King Street Parramatta 2150",2,1,1,445000,2011-07-13
"196","8/11 King Street Parramatta 2150",2,1,1,445000,2011-07-13
"197","4/25 O'connell Street Parramatta 2150",2,1,1,345000,2011-07-01
"198","2/1 King Street Parramatta 2150",2,1,1,380000,2011-06-30
"199","2/1-9 King Street Parramatta 2150",2,1,1,380000,2011-06-30
"200","1/28 Broughton Street Parramatta 2150",3,2,2,531000,2011-06-01
"201","1/8 Broughton Street Parramatta 2150",3,2,2,129000,2011-06-01
"202","4/19-21 Grandview Street Parramatta 2150",4,3,1,575000,2011-05-27
"203","4/19-21 Grandview Street Parramatta 2150",3,2,1,575000,2011-05-25
"204","3/19-21 Grandview Street Parramatta 2150",3,3,1,555000,2011-05-18
"205","3/11-13 Tennyson Ave Parramatta 2150",2,1,1,425000,2011-05-14
"206","4/3-4 Teale Place Parramatta 2150",3,3,2,610000,2011-05-12
"207","3/11-13 Tennyson Street Parramatta 2150",2,1,1,650000,2011-05-01
"208","3/11-13 Tennyson Avenue Parramatta 2150",2,1,1,425000,2011-05-01
"209","1/19-21 Grandview Street Parramatta 2150",4,3,2,595000,2011-04-29
"210","4/19-21 Grandview Street Parramatta 2150",4,3,4,595000,2011-04-26
"211","4/19-21 Grandview Street Parramatta 2150",4,3,4,595000,2011-04-26
"212","6/66-68 Marsden Street Parramatta 2150",4,1,2,530000,2011-04-19
"213","6/66-68 Marsden St Parramatta 2150",4,1,2,530000,2011-04-19
"214","3/19-21 Grandview Street Parramatta 2150",4,3,4,595000,2011-04-18
"215","5/19-21 Grandview Street Parramatta 2150",4,3,2,595000,2011-04-08
"216","5 Wandsworth Street Parramatta 2150",3,2,2,545000,2011-04-08
"217","5 Wandsworth Street Parramatta 2150",3,2,2,545000,2011-04-08
"218","6/3-4 Teale Place Parramatta 2150",3,3,2,615000,2011-03-24
"219","4/50-52 Hassall Street Parramatta 2150",2,2,2,458000,2011-03-23
"220","9/149-151 Pennant Street Parramatta 2150",3,2,2,491000,2011-03-10
"221","9/149 Pennant Street Parramatta 2150",3,2,2,491000,2011-03-10
"222","1/19-21 Grandview Street Parramatta 2150",4,3,2,595000,2011-03-08
"223","25/1 Rangihou Crescent Parramatta 2150",3,2,2,491000,2011-02-23
"224","2 35 Victoria Road Parramatta 2150",3,1,2,418500,2011-02-21
"225","2/35 Victoria Road Parramatta 2150",3,1,2,418500,2011-02-21
"226","6/3-4 Teale Place Parramatta 2150",3,3,2,620000,2011-02-02
"227","19/1 Rangihou Crescent Parramatta 2150",3,2,2,550000,2010-12-22
"228","8/3 Irving Street Parramatta 2150",3,2,2,5e+05,2010-12-17
"229","4 50 Morton Street Parramatta 2150",3,2,2,490800,2010-12-01
"230","25/1 Rangihou Crescent Parramatta 2150",3,2,2,5e+05,2010-11-27
"231","17/1 Rangihou Crescent Parramatta 2150",3,2,NA,720000,2010-11-01
"232","1 46 PEMBERTON STREET Parramatta 2150",4,2,2,492000,2010-10-18
"233","1/72 Marsden Street Parramatta 2150",3,2,1,449000,2010-09-25
"234","4/8-10 Broughton Street Parramatta 2150",3,2,2,506000,2010-09-20
"235","7/11-13 Tennyson Street Parramatta 2150",3,2,2,445000,2010-08-06
"236","1/77-79 Thomas Street Parramatta 2150",4,2,2,578000,2010-07-10
"237","8/145-147 Pennant Street Parramatta 2150",3,2,1,485000,2010-05-01
"238","9/1-9 King Street Parramatta 2150",2,1,1,392000,2010-03-23
"239","8/81 Thomas Street Parramatta 2150",3,2,2,521000,2010-03-05
"240","5/3 O'reilly Street Parramatta 2150",3,2,1,345000,2009-12-01
"241","7/46 Pemberton Street Parramatta 2150",4,2,1,320000,2009-12-01
"242","5/8 Grandview Street Parramatta 2150",3,2,2,5e+05,2009-12-01
"243","9/6 Glebe Street Parramatta 2150",2,1,1,405000,2009-12-01
"244","3/50 Hassall Street Parramatta 2150",2,1,2,404500,2009-11-28
"245","13a/50-56 Victoria Road Parramatta 2150",2,1,1,345000,2009-11-21
"246","1M/50-56 Victoria Road Parramatta 2150",2,1,1,360000,2009-11-11
"247","2/14 Pemberton Street Parramatta 2150",4,2,2,470000,2009-10-17
"248","37/23-33 Napier Street Parramatta 2150",2,2,1,370000,2009-10-15
"249","1/44 Thomas Street Parramatta 2150",3,2,1,450000,2009-09-30
"250","5/1 Bobart Street Parramatta 2150",3,1,1,388000,2009-09-23
"251","8/1 Early Street Parramatta 2150",2,1,2,320000,2009-09-01
"252","5/55-57 Fennell Street Parramatta 2150",3,2,2,406000,2009-09-01
"253","4/74 Pemberton Street Parramatta 2150",3,2,2,488000,2009-06-05
"254","9/35 Victoria Road Parramatta 2150",3,2,1,335000,2009-05-01
"255","7/145 Pennant Street Parramatta 2150",3,2,2,408000,2009-04-01
"256","15/43 Pemberton Street Parramatta 2150",3,2,2,470000,2009-03-12
"257","2/8-10 Grandview Street Parramatta 2150",3,2,2,496500,2009-02-11
"258","8/74 Pemberton Street Parramatta 2150",3,2,1,458000,2009-02-06
"259","7/74 Pemberton Street Parramatta 2150",3,2,1,452000,2009-02-06
"260","3/5 Purchase Street Parramatta 2150",2,1,1,326000,2009-01-24
"261","14/3 O'reilly Street Parramatta 2150",2,1,1,317000,2008-12-01
"262","2/74 Pemberton Street Parramatta 2150",3,2,2,462000,2008-12-01
"263","5/19 King Street Parramatta 2150",2,1,1,370000,2008-12-01
"264","7/11 Banks Street Parramatta 2150",3,2,2,417000,2008-11-29
"265","2/19 King Street Parramatta 2150",2,1,1,345000,2008-11-01
"266","5/22 Grandview Street Parramatta 2150",3,2,2,480000,2008-10-18
"267","4/10 Henry Street Parramatta 2150",3,2,1,750000,2008-09-01
"268","3/62 Hassall Street Parramatta 2150",2,1,1,355000,2008-07-28
"269","2/11 Tennyson Street Parramatta 2150",2,2,1,665000,2008-03-01
"270","8/19 King Street Parramatta 2150",2,1,1,330000,2008-01-18
"271","8/19 King St Parramatta 2150",2,1,1,330000,2008-01-18
"272","2/81-83 Thomas St Parramatta 2150",3,2,2,420500,2007-12-15
"273","6/1 Bobart Street Parramatta 2150",2,1,1,360000,2007-12-01
"274","5/66 Marsden Street Parramatta 2150",3,2,1,393000,2007-12-01
"275","12/44 Thomas Street Parramatta 2150",3,2,1,390000,2007-12-01
"276","4/62 Hassall Street Parramatta 2150",2,1,1,350000,2007-10-01
"277","2/62 Hassall Street Parramatta 2150",2,1,1,692000,2007-10-01
"278","2/70 Marsden Street Parramatta 2150",3,2,2,453000,2007-09-28
"279","2/70 Marsden St Parramatta 2150",3,2,2,453000,2007-09-28
"280","6/46 Pemberton Street Parramatta 2150",4,2,1,495000,2007-08-01
"281","1/6 Morton Street Parramatta 2150",4,2,2,490000,2007-08-01
"282","2/12 Pemberton Street Parramatta 2150",3,2,1,372500,2007-08-01
"283","8/46 Pemberton Street Parramatta 2150",4,2,1,495000,2007-08-01
"284","5/11 Tennyson Street Parramatta 2150",3,2,1,405000,2007-07-20
"285","1/145 Pennant Street Parramatta 2150",3,2,1,410000,2007-07-01
"286","3/81 Thomas Street Parramatta 2150",3,2,1,405000,2007-07-01
"287","5/46 Pemberton Street Parramatta 2150",4,2,1,1068000,2007-07-01
"288","1/46 Morton Street Parramatta 2150",3,2,1,420000,2007-06-01
"289","16/35 Victoria Road Parramatta 2150",3,1,2,340000,2007-06-01
"290","2/50 Morton Street Parramatta 2150",3,2,1,380000,2007-06-01
"291","50/13 Hassall Street Parramatta 2150",2,2,1,360000,2007-06-01
"292","5/2 Glebe Street Parramatta 2150",3,1,2,657000,2007-06-01
"293","1/124 Railway Street Parramatta 2150",2,1,1,6e+05,2007-06-01
"294","5/53 Fennell Street Parramatta 2150",2,1,1,325000,2007-05-01
"295","1/59 Fennell Street Parramatta 2150",3,2,1,380000,2007-05-01
"296","11/25 O'connell Street Parramatta 2150",2,1,1,290000,2007-05-01
"297","13/1 Mason Street Parramatta 2150",3,1,1,395000,2007-05-01
"298","8/35 Victoria Road Parramatta 2150",3,1,2,307000,2007-05-01
"299","3/35 Victoria Road Parramatta 2150",3,1,1,297000,2007-04-01
"300","5/9 Mason Street Parramatta 2150",3,2,2,390000,2007-04-01
"301","2/6 Morton Street Parramatta 2150",4,3,2,445000,2007-04-01
"302","2/11 Grandview Street Parramatta 2150",3,1,1,395000,2007-03-01
"303","6/55 Grose Street Parramatta 2150",2,2,1,261000,2007-03-01
"304","5/6 Morton Street Parramatta 2150",4,1,NA,446000,2007-03-01
"305","3/6 Morton Street Parramatta 2150",4,3,4,456000,2007-03-01
"306","6/15 Grandview Street Parramatta 2150",3,3,1,459000,2007-02-01
"307","2/75 Grose Street Parramatta 2150",3,2,2,350000,2007-02-01
"308","13/82 Macarthur Street Parramatta 2150",3,2,2,405000,2007-01-01
"309","1/51 Ross Street Parramatta 2150",2,NA,NA,430000,2007-01-01
"310","1/12 Glebe Street Parramatta 2150",3,1,1,352500,2006-12-14
"311","9/50 Morton Street Parramatta 2150",3,2,2,408000,2006-12-01
"312","2/16 Broughton Street Parramatta 2150",3,2,NA,380000,2006-11-01
"313","5/62 Hassall Street Parramatta 2150",2,1,1,342500,2006-11-01
"314","7/46 Morton Street Parramatta 2150",4,2,2,496000,2006-10-01
"315","6/62 Hassall Street Parramatta 2150",2,1,1,352000,2006-09-01
"316","4/1 King Street Parramatta 2150",2,2,1,295000,2006-07-01
"317","5/82 Macarthur Street Parramatta 2150",3,2,2,429000,2006-07-01
"318","1/43 Pemberton Street Parramatta 2150",3,2,1,320000,2006-07-01
"319","1/10 Henry Street Parramatta 2150",3,2,1,378000,2006-06-01
"320","2/43 Pemberton Street Parramatta 2150",3,2,1,320000,2006-06-01
"321","5/16 Broughton Street Parramatta 2150",3,2,1,953000,2006-05-01
"322","11/44 Thomas Street Parramatta 2150",3,2,NA,363000,2006-05-01
"323","1/48 Grose Street Parramatta 2150",2,1,1,370000,2006-05-01
"324","2/31 Webb Street Parramatta 2150",4,2,2,470000,2006-04-01
"325","2/149 Pennant Street Parramatta 2150",3,2,NA,407000,2006-04-01
"326","3/12 Pemberton Street Parramatta 2150",3,2,1,385000,2006-03-01
"327","2/2 Glebe Street Parramatta 2150",3,1,NA,369000,2006-03-01
"328","4/4 Broughton Street Parramatta 2150",3,2,1,420000,2006-02-01
"329","3/51 Ross Street Parramatta 2150",2,1,2,405000,2005-12-01
"330","21/1 Rangihou Crescent Parramatta 2150",3,NA,NA,440000,2005-12-01
"331","3/8 Grandview Street Parramatta 2150",3,2,2,452500,2005-12-01
"332","3/56 Brabyn Street Parramatta 2150",4,3,NA,385000,2005-11-01
"333","13/3 O'reilly Street Parramatta 2150",2,1,1,420000,2005-11-01
"334","15/3 O'reilly Street Parramatta 2150",2,1,1,415000,2005-11-01
"335","3/55 Grose Street Parramatta 2150",3,2,1,306001,2005-11-01
"336","5/55 Fennell Street Parramatta 2150",3,2,2,386000,2005-11-01
"337","4/11-13 Tennyson Street Parramatta 2150",2,1,1,620000,2005-10-19
"338","8/64 Hassall Street Parramatta 2150",2,1,1,280000,2005-10-01
"339","8/12 Glebe Street Parramatta 2150",2,NA,NA,320000,2005-10-01
"340","9/25 O'connell Street Parramatta 2150",2,2,1,255000,2005-10-01
"341","3/4 Broughton Street Parramatta 2150",3,2,2,420000,2005-10-01
"342","15/9 New Zealand Street Parramatta 2150",3,1,2,367000,2005-09-01
"343","2/15 Grandview Street Parramatta 2150",3,3,1,440000,2005-09-01
"344","8/9 Bobart Street Parramatta 2150",2,NA,NA,340000,2005-08-01
"345","18/1 Rangihou Crescent Parramatta 2150",3,2,1,445000,2005-08-01
"346","22/1 Rangihou Crescent Parramatta 2150",3,2,2,480000,2005-06-01
"347","1/62 Hassall Street Parramatta 2150",3,2,NA,420000,2005-05-01
"348","15/35 Victoria Road Parramatta 2150",3,2,NA,368000,2005-04-01
"349","3/16-20 Grandview Street Parramatta 2150",3,2,2,1265500,2005-02-07
"350","4/70 Marsden Street Parramatta 2150",3,2,1,8e+05,2005-02-01
"351","6/8 Broughton Street Parramatta 2150",3,2,4,483000,2004-10-01
"352","3/36 Morton Street Parramatta 2150",3,1,1,409000,2004-09-20
"353","7/6 Glebe Street Parramatta 2150",2,NA,NA,355000,2004-07-01
"354","5/149 Pennant Street Parramatta 2150",3,NA,NA,435000,2004-05-01
"355","6/2 Glebe Street Parramatta 2150",2,NA,NA,360000,2004-04-01
"356","56 Grose Street Parramatta 2150",3,2,2,840000,2004-03-01
"357","3/12 Glebe Street Parramatta 2150",2,1,NA,370000,2004-02-01
"358","40 Fennell Street Parramatta 2150",3,2,1,3e+05,2003-10-01
"359","3/55 Fennell Street Parramatta 2150",2,2,1,330000,2003-09-01
